,company_id
593,1024860
594,7427437
595,937699
596,504836
597,2355526
598,1483002
599,5889548
600,3687956
601,401855
602,1718061
603,895395
604,462909
605,117775
606,1419599
607,428773
608,1465758
609,926125
610,47415
611,5651568
612,172808
613,1514740
614,1915358
615,5661889
616,2333423
617,20115
618,2108545
619,6753073
620,1731860
621,3717078
622,4512478
623,1562063
624,1178423
625,1772530
626,72547
627,1126433
628,18652
629,1279962
630,5967512
631,702731
632,5274341
633,860363
634,1255333
635,188063
636,142686
637,234378
638,78586
639,1938353
640,1040958
641,864911
642,6618455
643,4958999
644,933699
645,521378
646,666472
647,1146526
648,1294576
649,190683
650,1403639
651,7814737
652,1701255
653,1500652
654,1248151
655,3377931
656,1864535
657,5109621
658,1247885
659,874324
660,1597902
661,1622590
662,1861277
663,4713599
664,2357350
665,84962
666,1272694
667,189519
668,5857291
669,4479999
670,578068
671,5537106
672,123793
673,6133767
674,67762
675,6058368
676,72256
677,1569902
678,1716971
679,1605936
680,32362
681,2184989
682,861003
683,1850318
684,2259469
685,3224090
686,1845506
687,542633
688,826507
689,8217269
690,1592412
691,1280551
692,5307341
693,146098
694,34839
695,169792
696,102131
697,6885494
698,973893
699,635979
700,5867319
701,835169
702,2161942
703,920667
704,187781
705,6817613
706,192022
707,3363312
708,1225002
709,1176919
710,6187158
711,713524
712,54823
713,5910787
714,2260925
715,894797
716,1526633
717,1465794
718,1637367
719,59202
720,79737
721,3791618
722,1526611
723,5748370
724,1473148
725,1236426
726,1909835
727,1025676
728,72007
729,3722736
730,1884005
731,592371
732,6058272
733,15354
734,824615
735,6634334
736,75781
737,7651096
738,180541
739,1616918
740,1291874
741,1706842
742,115757
743,844030
744,2299963
745,39916
746,6659
747,381232
748,23025
749,2284639
750,2234189
751,2027434
752,127392
753,98819
754,685788
755,896128
756,1043537
757,169077
758,6885622
759,13647
760,1911873
761,173371
