,Company number:,NZBN:,Incorporation Date:,Company Status:,Entity type:,Constitution filed:,Ultimate holding company,Company record link:,company_id,address.Registered office address,address.Registered Office,address.Address for service,Directors
10,,,,,,,,,1904850,,,,
11,,,,,,,,,501481,,,,
12,,,,,,,,,879851,,,,
13,,,,,,,,,1479660,,,,
14,,,,,,,,,47901,,,,
15,,,,,,,,,4904159,,,,
16,,,,,,,,,1924554,,,,
17,,,,,,,,,154885,,,,
18,,,,,,,,,6026314,,,,
19,,,,,,,,,1041451,,,,
20,,,,,,,,,8294202,,,,
21,,,,,,,,,1621322,,,,
22,,,,,,,,,76739,,,,
23,,,,,,,,,1158727,,,,
24,,,,,,,,,83663,,,,
25,,,,,,,,,8711,,,,
26,,,,,,,,,3949438,,,,
27,,,,,,,,,2488689,,,,
28,,,,,,,,,59687,,,,
29,,,,,,,,,12613,,,,
30,,,,,,,,,2426528,,,,
31,,,,,,,,,2158211,,,,
32,,,,,,,,,1945661,,,,
33,,,,,,,,,58308,,,,
34,,,,,,,,,646656,,,,
35,,,,,,,,,1012588,,,,
36,,,,,,,,,176055,,,,
37,,,,,,,,,39323,,,,
38,,,,,,,,,2120333,,,,
39,,,,,,,,,1036000,,,,
40,,,,,,,,,934056,,,,
41,,,,,,,,,8030069,,,,
42,,,,,,,,,1178200,,,,
43,,,,,,,,,106470,,,,
44,,,,,,,,,37962,,,,
45,,,,,,,,,174829,,,,
46,,,,,,,,,1533517,,,,
47,,,,,,,,,1243587,,,,
48,,,,,,,,,143773,,,,
49,,,,,,,,,58326,,,,
50,,,,,,,,,2256746,,,,
51,,,,,,,,,2220623,,,,
52,,,,,,,,,76861,,,,
53,,,,,,,,,1199629,,,,
54,,,,,,,,,5697348,,,,
55,,,,,,,,,1764707,,,,
56,,,,,,,,,155838,,,,
57,,,,,,,,,24345,,,,
58,,,,,,,,,3391853,,,,
59,,,,,,,,,807794,,,,
60,,,,,,,,,185768,,,,
61,,,,,,,,,130126,,,,
62,,,,,,,,,1152491,,,,
63,,,,,,,,,129974,,,,
64,,,,,,,,,124864,,,,
65,,,,,,,,,116119,,,,
66,,,,,,,,,6278009,,,,
67,,,,,,,,,2186041,,,,
68,,,,,,,,,8159700,,,,
69,,,,,,,,,35781,,,,
70,,,,,,,,,5982088,,,,
71,,,,,,,,,1903407,,,,
72,,,,,,,,,1306151,,,,
73,,,,,,,,,53756,,,,
74,,,,,,,,,1896970,,,,
75,,,,,,,,,131594,,,,
76,,,,,,,,,53895,,,,
77,,,,,,,,,26186,,,,
78,,,,,,,,,2236053,,,,
79,,,,,,,,,8297465,,,,
80,,,,,,,,,5842952,,,,
81,,,,,,,,,1477363,,,,
82,,,,,,,,,141147,,,,
83,,,,,,,,,3481915,,,,
84,,,,,,,,,877843,,,,
85,,,,,,,,,1759839,,,,
86,,,,,,,,,2228629,,,,
87,,,,,,,,,2152507,,,,
88,,,,,,,,,1232808,,,,
89,,,,,,,,,68691,,,,
90,,,,,,,,,964947,,,,
91,,,,,,,,,30737,,,,
92,,,,,,,,,5026340,,,,
93,,,,,,,,,421177,,,,
94,,,,,,,,,206287,,,,
95,,,,,,,,,4016480,,,,
96,,,,,,,,,2384985,,,,
97,,,,,,,,,984411,,,,
98,,,,,,,,,125623,,,,
99,,,,,,,,,131529,,,,
100,,,,,,,,,1342404,,,,
101,,,,,,,,,3680736,,,,
102,,,,,,,,,30569,,,,
103,,,,,,,,,7668777,,,,
104,,,,,,,,,304744,,,,
105,,,,,,,,,4301638,,,,
106,,,,,,,,,2142663,,,,
107,,,,,,,,,955981,,,,
108,,,,,,,,,1800001,,,,
109,,,,,,,,,1045514,,,,
110,,,,,,,,,3707736,,,,
111,,,,,,,,,4787439,,,,
112,,,,,,,,,1259090,,,,
113,,,,,,,,,6880974,,,,
114,,,,,,,,,5620585,,,,
115,,,,,,,,,1916365,,,,
116,,,,,,,,,1126207,,,,
117,,,,,,,,,6518572,,,,
118,,,,,,,,,1777376,,,,
119,,,,,,,,,3321989,,,,
120,,,,,,,,,103560,,,,
121,,,,,,,,,66812,,,,
122,,,,,,,,,179273,,,,
123,,,,,,,,,1030103,,,,
124,,,,,,,,,5716352,,,,
125,,,,,,,,,63536,,,,
126,,,,,,,,,6692773,,,,
127,,,,,,,,,558882,,,,
128,,,,,,,,,1241814,,,,
129,,,,,,,,,83075,,,,
130,,,,,,,,,1966788,,,,
131,,,,,,,,,7087703,,,,
132,,,,,,,,,365915,,,,
133,,,,,,,,,873675,,,,
134,,,,,,,,,1238510,,,,
135,,,,,,,,,19113,,,,
136,,,,,,,,,1003323,,,,
137,,,,,,,,,1842950,,,,
138,,,,,,,,,2193632,,,,
139,,,,,,,,,824519,,,,
140,,,,,,,,,7034033,,,,
141,,,,,,,,,491668,,,,
142,,,,,,,,,961212,,,,
143,,,,,,,,,65518,,,,
144,,,,,,,,,1423300,,,,
145,,,,,,,,,1134567,,,,
146,,,,,,,,,1535478,,,,
147,,,,,,,,,1515797,,,,
148,,,,,,,,,6207577,,,,
149,,,,,,,,,1848747,,,,
150,,,,,,,,,4766559,,,,
151,,,,,,,,,911921,,,,
152,,,,,,,,,5675467,,,,
153,,,,,,,,,6227329,,,,
154,,,,,,,,,865824,,,,
155,,,,,,,,,75537,,,,
156,,,,,,,,,5945634,,,,
157,,,,,,,,,140189,,,,
158,,,,,,,,,947157,,,,
159,,,,,,,,,4294859,,,,
160,,,,,,,,,259669,,,,
161,,,,,,,,,195076,,,,
162,,,,,,,,,50901,,,,
163,,,,,,,,,940672,,,,
164,,,,,,,,,130915,,,,
165,,,,,,,,,1134482,,,,
166,,,,,,,,,77566,,,,
167,,,,,,,,,32747,,,,
168,,,,,,,,,168694,,,,
169,,,,,,,,,1231922,,,,
170,,,,,,,,,5627511,,,,
171,,,,,,,,,3183147,,,,
172,,,,,,,,,1101994,,,,
173,,,,,,,,,70902,,,,
174,,,,,,,,,56312,,,,
175,,,,,,,,,1827214,,,,
176,,,,,,,,,939657,,,,
177,,,,,,,,,1821097,,,,
178,,,,,,,,,1618211,,,,
179,,,,,,,,,7576016,,,,
180,,,,,,,,,876833,,,,
181,,,,,,,,,8490836,,,,
182,,,,,,,,,660889,,,,
183,,,,,,,,,30952,,,,
184,,,,,,,,,2141619,,,,
185,,,,,,,,,7226581,,,,
186,,,,,,,,,851393,,,,
187,,,,,,,,,57762,,,,
188,,,,,,,,,1115127,,,,
189,,,,,,,,,1276021,,,,
190,,,,,,,,,1047492,,,,
191,,,,,,,,,1280265,,,,
192,,,,,,,,,1901544,,,,
193,,,,,,,,,6269546,,,,
194,,,,,,,,,5339181,,,,
195,,,,,,,,,370978,,,,
196,,,,,,,,,130412,,,,
197,,,,,,,,,1153718,,,,
198,,,,,,,,,1693116,,,,
199,,,,,,,,,2098665,,,,
200,,,,,,,,,829187,,,,
201,,,,,,,,,3207130,,,,
202,,,,,,,,,1151259,,,,
203,,,,,,,,,1988885,,,,
204,,,,,,,,,1107409,,,,
205,,,,,,,,,2450508,,,,
206,,,,,,,,,9027032,,,,
207,,,,,,,,,1652952,,,,
208,,,,,,,,,1973249,,,,
209,,,,,,,,,1130237,,,,
210,,,,,,,,,957316,,,,
211,,,,,,,,,838270,,,,
212,,,,,,,,,64303,,,,
213,,,,,,,,,191480,,,,
214,,,,,,,,,6818893,,,,
215,,,,,,,,,3315470,,,,
216,,,,,,,,,3385565,,,,
217,,,,,,,,,909124,,,,
218,,,,,,,,,172783,,,,
219,,,,,,,,,132952,,,,
220,,,,,,,,,7794480,,,,
221,,,,,,,,,6314329,,,,
222,,,,,,,,,848837,,,,
223,,,,,,,,,5824271,,,,
224,,,,,,,,,5884364,,,,
225,,,,,,,,,5086648,,,,
226,,,,,,,,,1267882,,,,
227,,,,,,,,,895794,,,,
228,,,,,,,,,2108090,,,,
229,,,,,,,,,8187460,,,,
230,,,,,,,,,148709,,,,
231,,,,,,,,,1122772,,,,
232,,,,,,,,,1195490,,,,
233,,,,,,,,,1268265,,,,
234,,,,,,,,,1974725,,,,
235,,,,,,,,,193481,,,,
236,,,,,,,,,99903,,,,
237,,,,,,,,,6403478,,,,
238,,,,,,,,,1490910,,,,
239,,,,,,,,,171973,,,,
240,,,,,,,,,1100412,,,,
241,,,,,,,,,162253,,,,
242,,,,,,,,,6964673,,,,
243,,,,,,,,,959045,,,,
244,,,,,,,,,1513493,,,,
245,,,,,,,,,1832465,,,,
246,,,,,,,,,3636291,,,,
247,,,,,,,,,1025647,,,,
248,,,,,,,,,1903408,,,,
249,,,,,,,,,1000027,,,,
250,,,,,,,,,1224896,,,,
251,,,,,,,,,1238951,,,,
252,,,,,,,,,86928,,,,
253,,,,,,,,,1981301,,,,
254,,,,,,,,,77070,,,,
255,,,,,,,,,1639207,,,,
256,,,,,,,,,111410,,,,
257,,,,,,,,,1362441,,,,
258,,,,,,,,,8062237,,,,
259,,,,,,,,,69685,,,,
260,,,,,,,,,5700835,,,,
261,,,,,,,,,167847,,,,
262,,,,,,,,,1836087,,,,
263,,,,,,,,,6267630,,,,
264,,,,,,,,,700884,,,,
265,,,,,,,,,6090053,,,,
266,,,,,,,,,201646,,,,
267,,,,,,,,,116506,,,,
268,,,,,,,,,71218,,,,
269,,,,,,,,,1963912,,,,
270,,,,,,,,,7089133,,,,
271,,,,,,,,,2087370,,,,
272,,,,,,,,,179821,,,,
273,,,,,,,,,156400,,,,
274,,,,,,,,,1960823,,,,
275,,,,,,,,,91390,,,,
276,,,,,,,,,5463082,,,,
277,,,,,,,,,132455,,,,
278,,,,,,,,,154584,,,,
279,,,,,,,,,1245070,,,,
280,,,,,,,,,5033321,,,,
281,,,,,,,,,1621639,,,,
282,,,,,,,,,1606674,,,,
283,,,,,,,,,209724,,,,
284,,,,,,,,,52051,,,,
285,,,,,,,,,821527,,,,
286,,,,,,,,,1288064,,,,
287,,,,,,,,,1385739,,,,
288,,,,,,,,,885921,,,,
289,,,,,,,,,537009,,,,
290,,,,,,,,,36450,,,,
291,,,,,,,,,579033,,,,
292,,,,,,,,,5634091,,,,
293,,,,,,,,,1102652,,,,
294,,,,,,,,,3540151,,,,
295,,,,,,,,,1111521,,,,
296,,,,,,,,,322805,,,,
297,,,,,,,,,607060,,,,
298,,,,,,,,,1845022,,,,
299,,,,,,,,,958218,,,,
300,,,,,,,,,112964,,,,
301,,,,,,,,,1189545,,,,
302,,,,,,,,,805516,,,,
303,,,,,,,,,1538322,,,,
304,,,,,,,,,26852,,,,
305,,,,,,,,,162403,,,,
306,,,,,,,,,853055,,,,
307,,,,,,,,,1516681,,,,
308,,,,,,,,,6908034,,,,
309,,,,,,,,,1887940,,,,
310,,,,,,,,,343557,,,,
311,,,,,,,,,8012196,,,,
312,,,,,,,,,70426,,,,
313,,,,,,,,,1913283,,,,
314,,,,,,,,,1240556,,,,
315,,,,,,,,,86684,,,,
316,,,,,,,,,158146,,,,
317,,,,,,,,,1695688,,,,
318,,,,,,,,,623027,,,,
319,,,,,,,,,6882995,,,,
320,,,,,,,,,665330,,,,
321,,,,,,,,,1291117,,,,
322,,,,,,,,,1759128,,,,
323,,,,,,,,,2004536,,,,
324,,,,,,,,,208181,,,,
325,,,,,,,,,1024154,,,,
326,,,,,,,,,706924,,,,
327,,,,,,,,,7860139,,,,
328,,,,,,,,,659083,,,,
329,,,,,,,,,810561,,,,
330,,,,,,,,,204049,,,,
331,,,,,,,,,7293838,,,,
332,,,,,,,,,1770803,,,,
333,,,,,,,,,2325748,,,,
334,,,,,,,,,258683,,,,
335,,,,,,,,,63762,,,,
336,,,,,,,,,160645,,,,
337,,,,,,,,,88008,,,,
338,,,,,,,,,1335764,,,,
339,,,,,,,,,1011650,,,,
340,,,,,,,,,5647767,,,,
341,,,,,,,,,129761,,,,
342,,,,,,,,,1017615,,,,
343,,,,,,,,,133930,,,,
344,,,,,,,,,592220,,,,
345,,,,,,,,,135249,,,,
346,,,,,,,,,811521,,,,
347,,,,,,,,,1194624,,,,
348,,,,,,,,,2222045,,,,
349,,,,,,,,,1980124,,,,
350,,,,,,,,,7506296,,,,
351,,,,,,,,,1826928,,,,
352,,,,,,,,,896357,,,,
353,,,,,,,,,1549233,,,,
354,,,,,,,,,1121985,,,,
355,,,,,,,,,5505665,,,,
356,,,,,,,,,2077177,,,,
357,,,,,,,,,158175,,,,
358,,,,,,,,,1615745,,,,
359,,,,,,,,,304255,,,,
360,,,,,,,,,1292325,,,,
361,,,,,,,,,968518,,,,
362,,,,,,,,,129279,,,,
363,,,,,,,,,1377325,,,,
364,,,,,,,,,95035,,,,
365,,,,,,,,,14649,,,,
366,,,,,,,,,1641296,,,,
367,,,,,,,,,1533104,,,,
368,,,,,,,,,73558,,,,
369,,,,,,,,,7220133,,,,
370,,,,,,,,,16800,,,,
371,,,,,,,,,974563,,,,
372,,,,,,,,,5699826,,,,
373,,,,,,,,,1893378,,,,
374,,,,,,,,,1152808,,,,
375,,,,,,,,,904623,,,,
376,,,,,,,,,1551064,,,,
377,,,,,,,,,189386,,,,
378,,,,,,,,,3712859,,,,
379,,,,,,,,,1272174,,,,
380,,,,,,,,,34758,,,,
381,,,,,,,,,5796650,,,,
382,,,,,,,,,37261,,,,
383,,,,,,,,,125179,,,,
384,,,,,,,,,959191,,,,
385,,,,,,,,,5531887,,,,
386,,,,,,,,,160327,,,,
387,,,,,,,,,399027,,,,
388,,,,,,,,,179975,,,,
389,,,,,,,,,4383340,,,,
390,,,,,,,,,115085,,,,
391,,,,,,,,,1453761,,,,
392,,,,,,,,,1225235,,,,
393,,,,,,,,,1209354,,,,
394,,,,,,,,,1538396,,,,
395,,,,,,,,,1958585,,,,
396,,,,,,,,,334057,,,,
397,,,,,,,,,2111036,,,,
398,,,,,,,,,20117,,,,
399,,,,,,,,,1588781,,,,
400,,,,,,,,,1562010,,,,
401,,,,,,,,,181445,,,,
402,,,,,,,,,86780,,,,
403,,,,,,,,,4350460,,,,
404,,,,,,,,,2426973,,,,
405,,,,,,,,,17005,,,,
406,,,,,,,,,714739,,,,
407,,,,,,,,,1959092,,,,
408,,,,,,,,,86450,,,,
409,,,,,,,,,5579265,,,,
410,,,,,,,,,1368682,,,,
411,,,,,,,,,198592,,,,
412,,,,,,,,,72782,,,,
413,,,,,,,,,1884289,,,,
414,,,,,,,,,1088450,,,,
415,,,,,,,,,258046,,,,
416,,,,,,,,,90304,,,,
417,,,,,,,,,199426,,,,
418,,,,,,,,,235640,,,,
419,,,,,,,,,2140938,,,,
420,,,,,,,,,3161349,,,,
421,,,,,,,,,178556,,,,
422,,,,,,,,,984942,,,,
423,,,,,,,,,412969,,,,
424,,,,,,,,,1958291,,,,
425,,,,,,,,,609324,,,,
426,,,,,,,,,2116082,,,,
427,,,,,,,,,340591,,,,
428,,,,,,,,,116941,,,,
429,,,,,,,,,8666,,,,
430,,,,,,,,,1348550,,,,
431,,,,,,,,,1281179,,,,
432,,,,,,,,,6318748,,,,
433,,,,,,,,,117026,,,,
434,,,,,,,,,1718742,,,,
435,,,,,,,,,1289192,,,,
436,,,,,,,,,921727,,,,
437,,,,,,,,,7979877,,,,
438,,,,,,,,,6679773,,,,
439,,,,,,,,,203727,,,,
440,,,,,,,,,662147,,,,
441,,,,,,,,,6132475,,,,
442,,,,,,,,,58075,,,,
443,,,,,,,,,3674191,,,,
444,,,,,,,,,138168,,,,
445,,,,,,,,,196617,,,,
446,,,,,,,,,557533,,,,
447,,,,,,,,,1167357,,,,
448,,,,,,,,,5921967,,,,
449,,,,,,,,,1002966,,,,
450,,,,,,,,,6730356,,,,
451,,,,,,,,,1822952,,,,
452,,,,,,,,,3542351,,,,
453,,,,,,,,,480935,,,,
454,,,,,,,,,54425,,,,
455,,,,,,,,,72698,,,,
456,,,,,,,,,1801402,,,,
457,,,,,,,,,523765,,,,
458,,,,,,,,,2209668,,,,
459,,,,,,,,,104071,,,,
460,,,,,,,,,86145,,,,
461,,,,,,,,,2360868,,,,
462,,,,,,,,,1917640,,,,
463,,,,,,,,,81036,,,,
464,,,,,,,,,187349,,,,
465,,,,,,,,,251254,,,,
466,,,,,,,,,2118768,,,,
467,,,,,,,,,189876,,,,
468,,,,,,,,,1810478,,,,
469,,,,,,,,,325549,,,,
470,,,,,,,,,1894821,,,,
471,,,,,,,,,111567,,,,
472,,,,,,,,,6323870,,,,
473,,,,,,,,,1917641,,,,
474,,,,,,,,,1937082,,,,
475,,,,,,,,,1021419,,,,
476,,,,,,,,,1597709,,,,
477,,,,,,,,,1791238,,,,
478,,,,,,,,,1021286,,,,
479,,,,,,,,,1476339,,,,
480,,,,,,,,,1917137,,,,
481,,,,,,,,,136587,,,,
482,,,,,,,,,34826,,,,
483,,,,,,,,,138456,,,,
484,,,,,,,,,81976,,,,
485,,,,,,,,,1917925,,,,
486,,,,,,,,,806920,,,,
487,,,,,,,,,160978,,,,
488,,,,,,,,,869770,,,,
489,,,,,,,,,73006,,,,
490,,,,,,,,,171929,,,,
491,,,,,,,,,354630,,,,
492,,,,,,,,,920341,,,,
493,,,,,,,,,647428,,,,
494,,,,,,,,,2032934,,,,
495,,,,,,,,,1637172,,,,
496,,,,,,,,,6980313,,,,
497,,,,,,,,,3667911,,,,
498,,,,,,,,,279247,,,,
499,,,,,,,,,6627193,,,,
500,,,,,,,,,4418741,,,,
501,,,,,,,,,646851,,,,
502,,,,,,,,,543604,,,,
503,,,,,,,,,5686268,,,,
504,,,,,,,,,1316062,,,,
505,,,,,,,,,1260292,,,,
506,,,,,,,,,3066967,,,,
507,,,,,,,,,832467,,,,
508,,,,,,,,,1608985,,,,
509,,,,,,,,,1819076,,,,
510,,,,,,,,,65553,,,,
511,,,,,,,,,3246368,,,,
512,,,,,,,,,195517,,,,
513,,,,,,,,,3026407,,,,
514,,,,,,,,,1507164,,,,
515,,,,,,,,,1500424,,,,
516,,,,,,,,,5988570,,,,
517,,,,,,,,,2127414,,,,
518,,,,,,,,,115174,,,,
519,,,,,,,,,1193750,,,,
520,,,,,,,,,1474338,,,,
521,,,,,,,,,125149,,,,
522,,,,,,,,,911655,,,,
523,,,,,,,,,1006426,,,,
524,,,,,,,,,2346280,,,,
525,,,,,,,,,83223,,,,
526,,,,,,,,,175684,,,,
527,,,,,,,,,1850639,,,,
528,,,,,,,,,1199269,,,,
529,,,,,,,,,1714818,,,,
530,,,,,,,,,1515999,,,,
531,,,,,,,,,1501315,,,,
532,,,,,,,,,5422862,,,,
533,,,,,,,,,1222583,,,,
534,,,,,,,,,3141747,,,,
535,,,,,,,,,6273893,,,,
536,,,,,,,,,1548017,,,,
537,,,,,,,,,1906770,,,,
538,,,,,,,,,1041110,,,,
539,,,,,,,,,186723,,,,
540,,,,,,,,,135314,,,,
541,,,,,,,,,2126381,,,,
542,,,,,,,,,1941037,,,,
543,,,,,,,,,1740890,,,,
544,,,,,,,,,81538,,,,
545,,,,,,,,,1744714,,,,
546,,,,,,,,,1954918,,,,
547,,,,,,,,,1137911,,,,
548,,,,,,,,,320300,,,,
549,,,,,,,,,1602909,,,,
550,,,,,,,,,1894717,,,,
551,,,,,,,,,3982979,,,,
552,,,,,,,,,2038435,,,,
553,,,,,,,,,166230,,,,
554,,,,,,,,,1791716,,,,
555,,,,,,,,,14920,,,,
556,,,,,,,,,1498961,,,,
557,,,,,,,,,71042,,,,
558,,,,,,,,,196189,,,,
559,,,,,,,,,2147378,,,,
560,,,,,,,,,66275,,,,
561,,,,,,,,,1918600,,,,
562,,,,,,,,,2103821,,,,
563,,,,,,,,,19642,,,,
564,,,,,,,,,145150,,,,
565,,,,,,,,,1061735,,,,
566,,,,,,,,,17228,,,,
567,,,,,,,,,73852,,,,
568,,,,,,,,,87626,,,,
569,,,,,,,,,1548834,,,,
570,,,,,,,,,147806,,,,
571,,,,,,,,,1001790,,,,
572,,,,,,,,,2236769,,,,
573,,,,,,,,,64486,,,,
574,,,,,,,,,1711446,,,,
575,,,,,,,,,179693,,,,
576,,,,,,,,,69776,,,,
577,,,,,,,,,1133129,,,,
578,,,,,,,,,105004,,,,
579,,,,,,,,,145511,,,,
580,,,,,,,,,973150,,,,
581,,,,,,,,,6113284,,,,
582,,,,,,,,,2174795,,,,
583,,,,,,,,,958853,,,,
584,,,,,,,,,1282992,,,,
585,,,,,,,,,66100,,,,
586,,,,,,,,,5461523,,,,
587,,,,,,,,,5099561,,,,
588,,,,,,,,,1899527,,,,
589,,,,,,,,,46677,,,,
590,,,,,,,,,1265096,,,,
591,,,,,,,,,124054,,,,
592,,,,,,,,,6227380,,,,
593,,,,,,,,,6314589,,,,
594,,,,,,,,,167984,,,,
595,,,,,,,,,3027824,,,,
596,,,,,,,,,1392247,,,,
597,,,,,,,,,1965155,,,,
598,,,,,,,,,1141103,,,,
599,,,,,,,,,2195435,,,,
600,,,,,,,,,180775,,,,
601,,,,,,,,,8564913,,,,
602,,,,,,,,,1144735,,,,
603,,,,,,,,,968939,,,,
604,,,,,,,,,1855840,,,,
605,,,,,,,,,2396000,,,,
606,,,,,,,,,4272738,,,,
607,,,,,,,,,24333,,,,
608,,,,,,,,,466175,,,,
609,,,,,,,,,7550936,,,,
610,,,,,,,,,6612122,,,,
611,,,,,,,,,564582,,,,
612,,,,,,,,,5614265,,,,
613,,,,,,,,,3672172,,,,
614,,,,,,,,,629649,,,,
615,,,,,,,,,2449290,,,,
616,,,,,,,,,4115740,,,,
617,,,,,,,,,966974,,,,
618,,,,,,,,,1528286,,,,
619,,,,,,,,,934584,,,,
620,,,,,,,,,1000604,,,,
621,,,,,,,,,84398,,,,
622,,,,,,,,,4228059,,,,
623,,,,,,,,,1841587,,,,
624,,,,,,,,,54589,,,,
625,,,,,,,,,98300,,,,
626,,,,,,,,,1920810,,,,
627,,,,,,,,,51852,,,,
628,,,,,,,,,913432,,,,
629,,,,,,,,,6150612,,,,
630,,,,,,,,,40499,,,,
631,,,,,,,,,2051680,,,,
632,,,,,,,,,1100797,,,,
633,,,,,,,,,1173546,,,,
634,,,,,,,,,1623300,,,,
635,,,,,,,,,72834,,,,
636,,,,,,,,,4072238,,,,
637,,,,,,,,,1237417,,,,
638,,,,,,,,,1245886,,,,
639,,,,,,,,,903184,,,,
640,,,,,,,,,1572512,,,,
641,,,,,,,,,1047326,,,,
642,,,,,,,,,620665,,,,
643,,,,,,,,,6255828,,,,
644,,,,,,,,,1649697,,,,
645,,,,,,,,,1126533,,,,
646,,,,,,,,,660750,,,,
647,,,,,,,,,176448,,,,
648,,,,,,,,,577755,,,,
649,,,,,,,,,2100556,,,,
650,,,,,,,,,55256,,,,
651,,,,,,,,,1189660,,,,
652,,,,,,,,,1695089,,,,
653,,,,,,,,,3820981,,,,
654,,,,,,,,,5816293,,,,
655,,,,,,,,,1874484,,,,
656,,,,,,,,,74886,,,,
657,,,,,,,,,3077045,,,,
658,,,,,,,,,112482,,,,
659,,,,,,,,,579859,,,,
660,,,,,,,,,1655518,,,,
661,,,,,,,,,1755843,,,,
662,,,,,,,,,1540484,,,,
663,,,,,,,,,56029,,,,
664,,,,,,,,,5248,,,,
665,,,,,,,,,3077305,,,,
666,,,,,,,,,189310,,,,
667,,,,,,,,,1913295,,,,
668,,,,,,,,,99799,,,,
669,,,,,,,,,8161700,,,,
670,,,,,,,,,5992391,,,,
671,,,,,,,,,1005934,,,,
672,,,,,,,,,3221006,,,,
673,,,,,,,,,26829,,,,
674,,,,,,,,,3141628,,,,
675,,,,,,,,,4298318,,,,
676,,,,,,,,,84147,,,,
677,,,,,,,,,5528307,,,,
678,,,,,,,,,1169271,,,,
679,,,,,,,,,1854658,,,,
680,,,,,,,,,3196593,,,,
681,,,,,,,,,1611799,,,,
682,,,,,,,,,3141673,,,,
683,,,,,,,,,839327,,,,
684,,,,,,,,,29583,,,,
685,,,,,,,,,3778936,,,,
686,,,,,,,,,6278218,,,,
687,,,,,,,,,1359758,,,,
688,,,,,,,,,1605249,,,,
689,,,,,,,,,2309102,,,,
690,,,,,,,,,1107915,,,,
691,,,,,,,,,110786,,,,
692,,,,,,,,,3486411,,,,
693,,,,,,,,,117493,,,,
694,,,,,,,,,72369,,,,
695,,,,,,,,,2211135,,,,
696,,,,,,,,,835104,,,,
697,,,,,,,,,1252332,,,,
698,,,,,,,,,26818,,,,
699,,,,,,,,,3567225,,,,
700,,,,,,,,,138822,,,,
701,,,,,,,,,922185,,,,
702,,,,,,,,,986322,,,,
703,,,,,,,,,702245,,,,
704,,,,,,,,,3028920,,,,
705,,,,,,,,,95875,,,,
706,,,,,,,,,18241,,,,
707,,,,,,,,,70301,,,,
708,,,,,,,,,3691477,,,,
709,,,,,,,,,3567791,,,,
710,,,,,,,,,1555986,,,,
711,,,,,,,,,85086,,,,
712,,,,,,,,,608748,,,,
713,,,,,,,,,1958522,,,,
714,,,,,,,,,1634432,,,,
715,,,,,,,,,2166388,,,,
716,,,,,,,,,265556,,,,
717,,,,,,,,,3596251,,,,
