,company_id
418,1183560
419,1435999
420,1204060
421,2181472
422,5862502
423,1175790
424,813983
425,1003119
426,2378031
427,2026754
428,1917512
429,1288907
430,1508579
431,362902
432,2454116
433,10704
434,6108308
435,1871244
436,496305
437,3670411
438,3736102
439,1716725
440,931153
441,2138990
442,1733569
443,2195151
444,8135728
445,1495101
446,1918010
447,5852109
448,2171265
449,920762
450,103232
451,73483
452,123191
453,425615
454,1768314
455,1764218
456,1600013
457,2413648
458,2113605
459,2138988
460,401661
461,1537934
462,67260
463,1843651
464,647765
465,17343
466,7897140
467,1967298
468,1311503
469,1982827
470,3841017
471,1949215
472,156226
473,15189
474,5833037
475,2363963
476,2199466
477,1178752
478,1591034
479,2131003
480,6334650
481,46820
482,1899147
483,1172670
484,1952562
485,109719
486,1794281
487,1637994
488,1967135
489,1399119
490,1488460
491,7478220
492,5784868
493,3082725
494,1498463
495,2010618
496,1153849
497,7028153
498,1777927
499,1708328
500,1467923
501,6284891
502,6239588
503,1670524
504,3561532
505,195669
506,1844856
507,1736138
508,6675953
509,1948798
510,5480921
511,879040
512,2277565
513,1207703
514,1192828
515,5094681
516,815430
517,448540
518,6258993
519,4462958
520,1807323
521,6654113
522,1962968
523,903644
524,119303
525,1774784
526,64928
527,2326108
528,465714
529,8162376
530,1982204
531,1980229
532,5650587
533,1473330
534,6794416
535,49574
536,2150767
537,2355609
538,323104
539,1105797
540,6803073
541,2007879
542,1593261
543,2128024
544,1394761
545,1188605
546,1123610
547,837793
548,847155
549,1863297
550,1298403
551,1983557
552,1966348
553,5854508
554,1922530
555,887999
556,1490473
557,1149713
558,1738325
559,1483932
560,38591
561,2167412
562,3874056
563,53173
564,2067389
565,1068732
566,8724668
567,2083625
568,163789
569,6197213
570,173696
571,3804419
572,5525585
573,4132999
574,1240038
575,2225836
576,5489948
577,5560885
578,3782536
579,1239021
580,8221547
581,396385
582,1822627
583,8449105
584,1371774
585,1476242
586,2407892
587,5594606
588,1937252
589,564822
590,1852667
591,1111953
592,849588
593,660229
594,1103024
595,1652911
596,836107
597,3307988
598,154790
599,1805209
600,1175414
601,1423894
602,380476
603,1676893
604,1359062
605,2142033
606,3872577
607,2366784
608,968876
609,16641
610,1698293
611,3155865
612,4865279
613,813538
614,1677939
615,1895935
616,2511318
617,2114212
618,1691818
619,163162
620,3197914
621,8270581
622,1790720
623,1683013
624,3328271
625,655477
626,1636597
627,1808029
628,3444151
629,863047
630,6540
631,492936
632,7482337
633,5968210
634,2142860
635,1580415
636,3691655
637,1700293
638,3203952
639,1931909
640,74746
641,31534
642,6781917
643,5108861
644,1508375
645,1459203
646,1848293
647,618048
648,1306282
649,8660686
650,6022556
651,7004994
652,6892815
653,3338693
654,923383
655,1573210
656,3032185
657,5886894
658,2077736
659,5261901
660,1214797
661,5620951
662,6109748
663,1010411
664,155916
665,7852996
666,532161
667,1903500
668,4438799
669,1959264
670,909723
671,2009841
672,1248076
673,657391
674,2140886
675,6392823
676,2290966
677,1806569
678,685397
679,1484426
680,4377339
681,1392329
682,8052136
683,1180250
684,1711252
685,6106468
686,1964340
687,1015903
688,1221629
689,1273391
690,2225976
691,2169625
692,1131726
693,904548
694,34418
695,2114637
696,5782469
697,1713487
698,1041546
699,2227440
700,201055
701,1873195
702,1812089
703,9301
704,3743007
705,1454540
706,972533
707,1644460
708,1276777
709,3111127
710,1898554
711,6012267
712,6250787
713,1531142
714,6197013
715,4561799
716,9038532
717,855930
718,1534870
719,1560918
720,2128729
721,3372793
722,2458468
723,1955321
724,173047
725,1135067
726,653222
727,1626103
728,3067725
729,1523379
730,1743855
731,4303939
732,1951458
733,1058471
734,5959309
735,198521
736,1827749
737,674937
738,1526346
739,1205310
740,1579955
741,7776316
742,936668
743,6028868
744,1627386
745,4662362
746,1618823
747,4555579
748,1819952
749,1874733
750,7965456
751,1410443
752,9603
753,1153070
754,1814514
755,184983
756,1908668
757,938825
758,44903
759,1884039
760,5419562
761,2127021
762,4346359
763,1954307
764,3195847
765,7039973
766,611909
767,3634811
768,1514568
769,689590
770,2092616
771,959227
772,2188801
773,89235
774,2299069
775,76310
776,1417843
777,6278464
778,358588
779,2176544
780,1937953
781,1985160
782,1541915
783,2085301
784,1418412
785,4164
786,2261947
787,8357
788,119730
789,6062020
790,1497843
791,1633506
792,533024
793,1888784
794,1797076
795,130514
796,3425072
797,192243
798,118759
799,1851192
800,2314293
801,6141657
802,2409551
803,1947326
804,1478469
805,7448436
806,2191325
807,3514916
808,931131
809,2085615
810,2130775
811,1510006
812,5554768
813,2195693
814,1187208
815,4128379
816,4422018
817,7749396
818,1570336
819,1951184
820,3285369
821,1767995
822,666687
823,853468
824,6314152
825,4405663
826,1819727
827,5416221
828,3008000
829,1967894
830,4381080
831,1743897
832,1218270
833,2189504
834,2477750
835,1370819
836,933319
837,3071427
838,1233867
839,4751419
840,1194881
841,1098797
842,2226756
843,482773
844,2127513
845,1271152
846,1651360
847,8335303
848,8180626
849,1063077
850,246426
851,3714295
852,3527333
853,1918250
854,7776497
855,1395901
856,8743
857,1931097
858,1272908
859,6004107
860,1737942
861,1538493
862,1285757
863,3040365
864,809180
865,3726863
866,1920430
867,1011719
868,1193217
869,893068
870,1815326
871,1801477
872,2175446
873,2301450
874,1628936
875,1484794
876,703840
877,1025920
878,8579708
879,70746
880,1195104
881,4083498
882,4819599
883,2302891
884,2217522
885,3366912
886,6281314
887,6126170
888,1472674
889,1577019
890,1670895
891,4911512
892,5911948
893,1544188
894,937181
895,1879169
896,670282
897,7338136
898,1638181
899,2108080
900,1978351
901,1607986
902,1117384
903,1572380
904,4229778
905,2144254
906,1106332
907,5664147
908,1406030
909,3103765
910,1928108
911,1255272
912,1788703
913,1108767
914,2244586
915,1857064
916,952754
917,8292641
918,3347830
919,6273512
920,83225
921,631239
922,2060072
923,4600622
924,1550572
925,6751874
926,1653483
927,5479941
928,5872650
929,8262757
930,94051
931,156676
932,705299
933,1171365
934,504951
935,1153404
936,1516436
937,2216518
938,8499647
939,1518540
940,1886974
941,107634
942,1271296
943,9272402
944,1613630
945,1800290
946,1687740
947,4070498
948,977044
949,2378146
950,2053779
951,164474
952,395315
953,83133
954,2210739
955,3259154
956,1828607
957,6306169
958,198791
959,1863136
960,1216183
961,8173702
962,1469862
963,695808
964,967993
965,1869787
966,7003214
967,1280802
968,6368852
969,1611364
970,1034208
971,3971881
972,4620459
973,1502665
974,897778
975,8200047
976,1629326
977,1767111
978,1073944
979,1586479
980,1937249
981,1012056
982,105602
983,1785306
984,637931
985,1202760
986,8039180
987,6394372
988,2216280
989,2271373
990,1332662
991,7447696
992,64145
993,1249188
994,949781
995,2155642
